词牌名,作者,韵律,中,平,仄,总数,分段字数
柳腰轻 ,柳永,平平仄仄平平仄。平平仄，平平仄。仄平平仄，仄平平仄，仄仄平平平仄。仄平仄、平仄平平，仄平平、仄平平仄。仄仄平平仄仄。仄平平、仄平平仄。仄平平仄，仄平平仄，仄仄平平平仄。仄平仄、平仄平平，仄平平、仄平平仄。,0,44,38,82,"[7, 3, 3, 4, 4, 6, 3, 4, 3, 4, 6, 3, 4, 4, 4, 6, 3, 4, 3, 4]"
爪茉莉 ,柳永,仄仄平平，仄平仄仄仄。平平仄、仄平平仄。平平仄仄，仄仄仄、平平仄仄。仄平仄、仄仄平平，仄平仄、平仄仄。平平仄仄，仄平平、仄平仄。平仄仄、仄平平仄。平平仄仄，仄平平、平平仄。仄仄平、仄仄仄平平仄。仄平仄，平仄仄。,0,35,47,82,"[4, 5, 3, 4, 4, 3, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 4, 3, 3, 3, 6, 3, 3]"
蓦山溪 ,程垓,仄平平仄，仄仄平平仄。仄仄仄平平，仄平仄、平平仄仄。平平仄仄，平仄仄平平，仄仄仄，仄平平，仄仄平平仄。平平仄仄，仄仄平平仄。仄仄仄平平，仄平平、平平仄仄。平平仄仄，平仄仄平平，平平仄，仄平平，仄仄平平仄。,0,39,43,82,"[4, 5, 5, 3, 4, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
蓦山溪 ,姜夔,仄平平仄。仄仄平平仄。仄平仄平平，仄平平、平平仄仄。仄平仄仄，平仄仄平平，平仄仄，仄平平，平仄平平仄。平平仄仄，仄仄平平仄。仄仄仄平平，仄平仄、平平仄仄。仄平平仄，平仄仄平平，平仄仄，仄平平，仄仄平平仄。,0,40,42,82,"[4, 5, 5, 3, 4, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
蓦山溪 ,张震,平平平仄，仄仄平平仄。仄仄仄平平，平仄仄、平平仄仄。平平仄仄，仄仄仄平平，平仄仄，仄平平，仄仄平平仄。仄平平仄。平仄平平仄。仄仄仄平平，平仄仄、平平仄仄。平平仄仄，平仄仄平平，平仄仄，仄平平，平仄平平仄。,0,40,42,82,"[4, 5, 5, 3, 4, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
蓦山溪 ,张震,平平平仄。平仄平平仄。仄仄仄平平，仄平平、仄平平仄。仄平平仄，平仄仄平平，平仄仄，仄平平，平仄平平仄。平平仄仄。平仄平平仄。平仄仄平平，平平仄、平平仄仄。仄平平仄，仄仄仄平平，平仄仄，仄平平，仄仄平平仄。,0,44,38,82,"[4, 5, 5, 3, 4, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
蓦山溪 ,易祓,仄平平仄，平仄平平仄。平仄仄平平，仄平仄、平平仄仄。仄平平仄，仄仄仄平平，平平仄，平平仄。仄仄平平仄。平平仄仄，平仄平平仄。仄仄仄平平，仄平平、平平仄仄。仄平仄仄，平仄仄平平，平平仄，平平仄。平仄平平仄。,0,43,39,82,"[4, 5, 5, 3, 4, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
蓦山溪 ,周邦彦,平平平仄，仄仄平平仄。仄仄仄平平，仄平平、平平仄仄。平平仄仄，平仄仄平平，平平仄。平平仄。仄仄平平仄。平平仄仄，仄仄平平仄。仄仄仄平平，仄平平、仄平仄仄。平平仄仄，平仄仄平平，平仄仄。平平仄。仄仄平平仄。,0,41,41,82,"[4, 5, 5, 3, 4, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
蓦山溪 ,贺铸,仄平平仄。仄仄平平仄。仄仄仄平平，仄平平、平平仄仄。平平平仄，仄仄仄平平，仄平平，平平仄。仄仄平平仄。平平平仄，仄仄平平仄。平仄仄平平，仄平平、平平仄仄。仄平平仄，仄仄仄平平，仄平平，平平仄。仄仄平平仄。,0,43,39,82,"[4, 5, 5, 3, 4, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
蓦山溪 ,万俟咏,平平仄仄。平仄平平仄。平仄仄平平，仄平仄、平平平仄。平平仄仄，平仄仄平平，平仄仄，平仄仄。仄仄平平仄。平平平仄。仄仄平平仄。仄仄仄平平，仄平仄、平平平仄。平平仄仄，平仄仄平平，平仄仄，平平仄。平仄平平仄。,0,43,39,82,"[4, 5, 5, 3, 4, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
蓦山溪 ,黄庭坚,平平仄仄，仄仄平平仄。平仄仄平平，仄平平、平平仄仄。平平仄仄，仄仄仄平平，平仄仄。平平仄。仄仄平平仄。平平仄仄。仄仄平平仄。仄仄仄平平，仄平平、平平平仄。平平仄仄，仄仄仄平平，平平仄。平平仄。平仄平平仄。,0,42,40,82,"[4, 5, 5, 3, 4, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
蓦山溪 ,晁端礼,平平仄仄。平仄平平仄。仄仄仄平平，仄平平、仄平仄仄。平平仄仄，仄仄仄平平，平平仄。平平仄。仄仄平平仄。平平仄仄，平仄平平仄。平仄仄平平，仄平平、平平仄仄。平平仄仄，仄仄仄平平，平仄仄。平仄仄。平仄平平仄。,0,41,41,82,"[4, 5, 5, 3, 4, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
蓦山溪 ,石孝友,平平仄仄。平仄平平仄。平仄仄平平，仄平平、平平仄仄。仄平仄仄，平仄仄平平，平仄仄。仄平仄。仄仄平平仄。仄平平仄。平仄平平仄。平仄仄平平，仄仄仄、平平仄仄。仄平仄仄，平仄仄平平，平平仄。仄平仄。仄仄平平仄。,0,39,43,82,"[4, 5, 5, 3, 4, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
蓦山溪 ,欧阳修,平平平仄，平仄平平仄。平仄仄平平，仄平平、仄平平仄。平平仄仄，平仄仄平平，仄平平，平仄仄，仄仄平平仄。仄平平仄，平仄平平仄。平仄仄平平，仄平平、平平仄仄。平平平仄，仄仄仄平平，平平仄。平平仄。仄仄平平仄。,0,46,36,82,"[4, 5, 5, 3, 4, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
蓦山溪 ,陆游,平平平仄，仄仄平平仄。仄仄仄平平，仄仄仄、平平仄仄仄。仄平平仄，平仄仄平平，平仄仄，仄平平，平仄平平仄。平平仄仄，仄仄平平仄。仄仄仄平平，仄平平、平平仄仄。平平仄仄，仄仄仄平平，平仄仄，仄平平，仄仄平平仄。,0,39,44,83,"[4, 5, 5, 3, 5, 4, 5, 3, 3, 5, 4, 5, 5, 3, 4, 4, 5, 3, 3, 5]"
千秋岁引 ,王安石,仄仄平平，平平仄仄。仄仄平平仄平仄。平平仄平仄仄仄，平平仄仄平平仄。仄平平，仄平仄，仄平仄。平仄仄平平仄仄。平仄仄平平平仄。仄仄平平仄平仄。平平仄平平仄仄，平平仄仄平平仄。仄平平，仄仄仄，平平仄。,0,40,42,82,"[4, 4, 7, 7, 7, 3, 3, 3, 7, 7, 7, 7, 7, 3, 3, 3]"
千秋岁引 ,李冠,仄平仄，仄仄平平仄。仄仄平平、平平仄。仄平平、仄仄平平仄，仄平仄仄平平仄。平仄仄，平平仄，平仄仄。仄仄平平平仄仄。仄仄平平平仄仄。平平平仄平平仄。仄平平、仄仄平平仄，平平仄仄平平仄。平仄仄，仄平仄，平平仄。,0,41,43,84,"[3, 5, 4, 3, 3, 5, 7, 3, 3, 3, 7, 7, 7, 3, 5, 7, 3, 3, 3]"
千秋岁引 ,无名氏,仄平平仄，仄仄平平仄。仄仄平平仄平仄。平平仄仄平平仄。平平仄仄平平仄。仄平平，平仄仄，平平仄。仄平仄平平平仄仄。仄仄仄平平平仄仄。仄仄平平仄平仄。平平仄仄平平仄。平平仄仄平平仄。仄仄仄。平仄仄。平平仄。,0,41,44,85,"[4, 5, 7, 7, 7, 3, 3, 3, 8, 8, 7, 7, 7, 3, 3, 3]"
千秋岁引 ,无名氏,平仄仄平，平仄仄平仄。仄仄仄平平、平平仄。平平仄仄仄平平，仄仄仄、仄仄平平仄。仄平平，仄平平，平平仄。仄仄平平平仄仄。仄仄平平平仄仄。仄仄仄平平、平仄仄。仄平平仄仄平平，仄平平、仄仄平平仄。平仄仄，仄平平，平平仄。,0,42,45,87,"[4, 5, 5, 3, 7, 3, 5, 3, 3, 3, 7, 7, 5, 3, 7, 3, 5, 3, 3, 3]"
早梅芳 ,周邦彦,仄平平，平仄仄。仄仄平平仄。平平平仄，仄仄平平仄平仄。仄平平仄仄，仄仄平平仄。仄平平仄仄，仄仄仄平仄。仄平平，仄仄仄。平仄平平仄。平平平仄，仄仄平平仄平仄。仄平平仄仄，仄仄平平仄。仄平平，仄仄平仄仄。,0,36,46,82,"[3, 3, 5, 4, 7, 5, 5, 5, 5, 3, 3, 5, 4, 7, 5, 5, 3, 5]"
早梅芳 ,李之仪,仄平平，仄仄平平仄。仄仄平平仄。仄平平仄，仄仄平平仄平仄。仄平平仄仄，仄仄平平仄。仄平平，仄仄平平仄。仄平平，平仄仄。仄仄平平仄。平平平仄，仄仄平平仄平仄。仄平平仄仄，仄仄平平仄。仄平平，仄仄平平仄。,0,38,44,82,"[3, 5, 5, 4, 7, 5, 5, 3, 5, 3, 3, 5, 4, 7, 5, 5, 3, 5]"
早梅芳 ,无名氏,平平平，仄平仄。平仄平平仄。仄平平仄，平仄仄平仄平仄。仄平平仄仄，仄仄平平仄。仄平平仄仄，平仄仄平仄。仄平平，仄仄仄。仄仄平平仄。平平仄仄，仄仄平平仄平仄。仄平平仄仄，平仄平平仄。仄仄平仄仄，平仄仄。,0,36,46,82,"[3, 3, 5, 4, 7, 5, 5, 5, 5, 3, 3, 5, 4, 7, 5, 5, 5, 3]"
新荷叶 ,黄裳,仄仄平平，平平仄仄平平。仄仄平平，仄平仄仄平平。平平仄仄，仄仄平、平仄平平。平平平仄，仄平平仄平平。平仄平平，仄平仄仄平平。仄仄平平，仄平平仄平平。平平仄仄，平平仄、仄仄平平。仄平平仄，仄平平仄平平。,0,48,34,82,"[4, 6, 4, 6, 4, 3, 4, 4, 6, 4, 6, 4, 6, 4, 3, 4, 4, 6]"
新荷叶 ,赵彦端,仄仄平平，平平仄仄平平。平仄平平，仄平平仄平平。平平仄仄，仄仄平、平仄平平。平平平仄，仄平平仄平平。平仄平平。平平仄仄平平。平仄平平，仄平平仄平平。平平仄仄，平平仄、平仄平平。仄平平仄，仄平平仄平平。,0,53,29,82,"[4, 6, 4, 6, 4, 3, 4, 4, 6, 4, 6, 4, 6, 4, 3, 4, 4, 6]"
新荷叶 ,赵抃,仄仄平平，平平仄仄平平。仄仄平平，仄平仄仄平平。平平仄仄，平平仄、仄仄平平。平平仄仄仄平，平仄平平。平仄平平，平平平仄平平。仄仄平平，仄平仄仄平平。平平仄仄，平平仄、仄仄平平。平仄仄仄仄平，仄仄平平。,0,46,36,82,"[4, 6, 4, 6, 4, 3, 4, 6, 4, 4, 6, 4, 6, 4, 3, 4, 6, 4]"
新荷叶 ,赵长卿,仄仄平平，仄平仄仄平平。仄仄平平，仄平平仄平平。平平仄仄，平平仄、仄仄平平。平平平仄，仄平平仄平平。仄仄平平，平平仄仄平平。仄仄平平仄仄，平仄平平。仄平平仄，仄平仄、平仄平平。平平仄仄，仄平平仄平平。,0,47,35,82,"[4, 6, 4, 6, 4, 3, 4, 4, 6, 4, 6, 6, 4, 4, 3, 4, 4, 6]"
南州春色 ,汪梅溪,平平仄，仄平平。平平平仄，仄仄仄平平。仄仄平平平仄仄，仄仄仄平平。仄仄平平仄仄，平平平仄，平仄仄平平。仄仄平平仄仄，平平仄仄，平仄平平。平仄平平，平平平仄，平仄仄、平仄平平。仄仄平平平仄，平仄仄平平。,0,45,37,82,"[3, 3, 4, 5, 7, 5, 6, 4, 5, 6, 4, 4, 4, 4, 3, 4, 6, 5]"
长寿乐 ,柳永,平平仄仄。仄仄平、仄仄平平平仄。平仄平平，平平平仄，仄仄平平仄仄。仄平平，仄仄平平，仄平平仄。平仄仄、仄仄平平仄仄。平平仄、仄仄平平仄仄。平仄仄。仄仄仄、仄仄平平平仄。仄仄平仄平平，仄平平仄，平平平仄。仄平平仄仄，仄平平仄平平仄。仄仄平、仄仄平平仄仄。仄平仄、仄仄仄平仄仄。,0,50,62,112,"[4, 3, 6, 4, 4, 6, 3, 4, 4, 3, 6, 3, 6, 3, 3, 6, 6, 4, 4, 5, 7, 3, 6, 3, 6]"
长寿乐 ,柳永,平平仄仄。仄平仄、平仄平平平仄。仄仄平平，平平仄仄，平仄平平平仄。仄平平、平仄平仄，平仄平平仄。仄平平仄仄，平平仄仄，仄平平仄仄，平平仄仄。仄平仄。仄平平、仄仄平平平仄。仄仄平平，平平仄仄，仄仄平平平仄。仄平平、仄仄平仄，平仄平平仄。仄平平、仄仄平平仄仄，仄平平仄仄，平平仄仄。,0,57,56,113,"[4, 3, 6, 4, 4, 6, 3, 4, 5, 5, 4, 5, 4, 3, 3, 6, 4, 4, 6, 3, 4, 5, 3, 6, 5, 4]"
迷仙引 ,柳永,平仄平平，平仄平平，仄仄平仄。仄仄平平，平平平仄平仄。仄仄平、平仄仄，仄平平平仄。平仄仄仄平，平仄平仄，平平平仄。仄仄平平仄。仄仄平平仄。仄仄平平，平平平仄平平仄。仄仄仄、平平仄仄。仄平平仄仄，平平仄仄。,0,42,41,83,"[4, 4, 4, 4, 6, 3, 3, 5, 5, 4, 4, 5, 5, 4, 7, 3, 4, 5, 4]"
迷仙引 ,无名氏,平平仄。仄仄平平，仄平平仄。仄仄仄平平仄仄。平平仄。仄仄平平，仄平平平仄。平仄仄，平仄平平仄。平仄仄仄，仄仄平平仄，平平仄。仄平平仄。平平仄，平平仄，仄平平仄平平仄。仄仄仄平仄。仄平仄，平平仄。平仄平平，仄仄平平仄平仄。平仄仄、平仄仄。仄平平、仄仄平平仄。平平仄。仄平平、仄仄平平仄。仄平平、平仄平平仄。,0,61,61,122,"[3, 4, 4, 7, 3, 4, 5, 3, 5, 4, 5, 3, 4, 3, 3, 7, 5, 3, 3, 4, 7, 3, 3, 3, 5, 3, 3, 5, 3, 5]"
促拍满路花 ,柳永,平仄平平仄，仄仄仄平平。仄平平仄仄平平。仄平仄仄，平仄仄平平。仄平平平仄，仄仄平仄仄平，仄仄平平。仄平平仄平仄，平仄仄平平。平平平仄仄平平。仄平平仄，仄仄仄平平。平仄平平仄，平仄平平，仄平仄仄平平。,0,44,39,83,"[5, 5, 7, 4, 5, 5, 6, 4, 6, 5, 7, 4, 5, 5, 4, 6]"
促拍满路花 ,廖行之,仄仄平平仄，仄仄仄平平。平平平仄仄平平。仄平平仄，平仄仄平平。平平平仄仄，仄平平仄，仄平仄仄平平。平平仄仄，平仄仄平平。仄平平仄仄平平。平平仄仄，平仄仄平平。仄仄平平仄，仄仄平平，仄平仄仄平平。,0,43,38,81,"[5, 5, 7, 4, 5, 5, 4, 6, 4, 5, 7, 4, 5, 5, 4, 6]"
促拍满路花 ,吕渭老,平平平仄仄，仄仄仄平平。仄平平仄仄、仄平平。平平仄仄，平仄仄平平。仄仄平平仄，平仄平平。仄平平仄平平。仄平平仄，平仄仄平平。仄平平仄仄、仄平平。平平平仄，仄仄仄平平。平仄平平仄，平仄平平。仄平平仄平平。,0,47,36,83,"[5, 5, 5, 3, 4, 5, 5, 4, 6, 4, 5, 5, 3, 4, 5, 5, 4, 6]"
促拍满路花 ,无名氏,平平平仄仄，仄仄仄平平。平平平仄仄、仄平平。仄平平仄，仄仄仄平平。仄仄平平仄，平平平仄，仄平仄仄平平。仄仄平仄仄平平。仄仄仄平平。平平平仄仄、仄平平。仄平仄仄，仄仄仄平平。仄仄平平仄，仄平平仄，仄平平仄平平。,0,43,43,86,"[5, 5, 5, 3, 4, 5, 5, 4, 6, 7, 5, 5, 3, 4, 5, 5, 4, 6]"
促拍满路花 ,赵师侠,平平平仄仄，仄仄仄平平。仄平平仄仄、仄平平。仄平平仄，仄仄仄平平。仄仄平平仄，仄仄平平，仄平平仄平平。仄平平、仄仄平平。平仄仄平平。平平平仄仄、仄平平。平平仄仄，仄仄仄平平。平仄平平仄，仄仄平平。仄平仄仄平平。,0,45,41,86,"[5, 5, 5, 3, 4, 5, 5, 4, 6, 3, 4, 5, 5, 3, 4, 5, 5, 4, 6]"
促拍满路花 ,曹勛,平平平仄仄，平仄仄平平。平平平仄仄、仄平平。仄平平仄，仄仄仄平平。平仄平平仄，平仄平平仄仄，平仄平平。仄平仄仄仄平平。平仄仄平平。仄平平仄仄、仄平平。仄平仄仄，平仄仄平平。平仄仄、平平仄，仄仄平平，仄平仄仄平平。,0,46,41,87,"[5, 5, 5, 3, 4, 5, 5, 6, 4, 7, 5, 5, 3, 4, 5, 3, 3, 4, 6]"
促拍满路花 ,秦观,仄仄平平仄。仄仄平平仄。平仄平平仄、仄平仄。仄平仄仄，平仄平平仄。平仄平平仄。平仄平平，仄平平仄平仄。平平仄仄。仄仄平平仄。仄仄平平仄、平平仄。仄平平仄，仄仄平平仄。仄仄平平仄。仄仄平平，仄平平仄仄仄。,0,39,44,83,"[5, 5, 5, 3, 4, 5, 5, 4, 6, 4, 5, 5, 3, 4, 5, 5, 4, 6]"
促拍满路花 ,周邦彦,平平仄仄平，平仄平平仄。平平平仄仄、平平仄。平平仄仄，仄仄平平仄。仄平平仄仄。仄仄平平，仄平仄仄平仄。平平平仄，仄仄平平仄。平平平仄仄、平平仄。平平仄仄，平仄平平仄。平仄平平仄。仄平仄平，仄平平仄平仄。,0,44,39,83,"[5, 5, 5, 3, 4, 5, 5, 4, 6, 4, 5, 5, 3, 4, 5, 5, 4, 6]"
促拍满路花 ,袁去华,平仄平平仄。仄仄平平仄。平平平仄仄、仄平仄。仄仄仄仄平，仄仄平平仄。仄仄平平仄。仄仄平平，仄仄平平平仄。仄仄平、平平平仄仄。仄仄平平仄。仄平仄、仄平仄。仄仄仄平平，平仄平平仄。平平仄、平仄仄平，仄仄仄、仄平平仄。,0,38,48,86,"[5, 5, 5, 3, 5, 5, 5, 4, 6, 3, 5, 5, 3, 3, 5, 5, 3, 4, 3, 4]"
促拍满路花 ,辛弃疾,平仄平平仄。仄仄平平仄。平平平仄仄、仄平仄。仄平仄平平，平仄平平仄。仄仄平平仄。仄仄仄平平，平仄平平平仄。仄仄仄、平平平仄。仄仄平平仄。仄平平、仄仄平平仄。仄平仄平平，仄仄平平仄。仄仄平平仄。仄仄平平，仄仄仄、平平平仄。,0,44,46,90,"[5, 5, 5, 3, 5, 5, 5, 5, 6, 3, 4, 5, 3, 5, 5, 5, 5, 4, 3, 4]"
促拍满路花 ,牛真人,仄仄平平仄。仄仄平平平仄。平平平仄仄、平平仄。仄仄平平，平仄平平仄。仄仄平平仄，仄仄平平，仄平平仄平仄。仄仄平平仄。平仄仄平平仄。平平仄仄仄、仄平仄。仄仄平平，仄仄仄、平平仄。仄平平仄仄，平仄仄平平，仄仄平平平仄。,0,42,46,88,"[5, 6, 5, 3, 4, 5, 5, 4, 6, 5, 6, 5, 3, 4, 3, 3, 5, 5, 6]"
黄鹤引 ,《泊宅编》方失名,平平平仄。仄仄平平仄平仄。仄平平仄平平，平平平仄。平平仄仄。仄仄平平平仄。仄平平，仄仄平仄平平平仄。平仄仄平平，平仄平平仄。仄平平仄平平，平平平仄。平平仄仄。平仄仄平平仄。仄平平仄。仄仄仄、平平平仄。,0,47,36,83,"[4, 7, 6, 4, 4, 6, 3, 8, 5, 5, 6, 4, 4, 6, 4, 3, 4]"
洞仙歌 ,苏轼,平平仄仄，仄平平平仄。仄仄平平仄平仄。仄平平、仄仄平仄平平，平仄仄，平仄平平仄仄。仄平平仄仄，平仄平平，平仄平平仄平仄。仄仄仄平平、仄仄平平，平平仄、仄平平仄。仄仄仄、平平仄平平，仄仄仄、平平仄平平仄。,0,42,41,83,"[4, 5, 7, 3, 6, 3, 6, 5, 4, 7, 5, 4, 3, 4, 3, 5, 3, 6]"
洞仙歌 ,葛郯,平平仄仄。平仄平平仄。仄仄平平仄平仄。仄平平仄仄、仄仄平平，平平仄，仄仄平平仄仄。仄平平仄仄，平仄平平，仄仄平平仄平仄。仄仄仄平平、仄仄平平，平平仄、平平平仄。平仄平、平仄仄平平，仄平仄平平、仄平平仄。,0,43,40,83,"[4, 5, 7, 5, 4, 3, 6, 5, 4, 7, 5, 4, 3, 4, 3, 5, 5, 4]"
洞仙歌 ,张炎,仄平平仄，仄仄平平仄。平仄平平仄平仄。仄平平、仄仄仄仄平平，平仄仄，仄仄平平平仄。仄仄平平仄。仄仄平平，仄仄平平仄平仄。仄仄仄平平、仄仄平平，仄平仄、仄平平仄。仄平平、仄仄仄平平，仄仄仄平平、仄平平仄。,0,38,45,83,"[4, 5, 7, 3, 6, 3, 6, 5, 4, 7, 5, 4, 3, 4, 3, 5, 5, 4]"
洞仙歌 ,辛弃疾,平平仄仄，仄平平平仄。平仄平平仄平仄。仄平平平仄、仄仄平平，平平仄，平仄平平平仄。平平平仄仄，仄仄平平，仄仄平平仄平仄。仄仄仄平平、仄仄平平，仄仄仄、仄平仄仄。仄仄仄、仄平仄平平，平平仄、平平仄仄平仄。,0,41,42,83,"[4, 5, 7, 5, 4, 3, 6, 5, 4, 7, 5, 4, 3, 4, 3, 5, 3, 6]"
洞仙歌 ,汪元量,平平平仄。仄仄平平仄。平仄平平仄平仄。仄仄平仄仄、平仄平平，平平仄，平仄仄平平仄。平平平仄仄。仄仄平平，仄仄平平仄平仄。仄仄仄平平、平平平仄，平仄仄、平平平仄。仄平平、仄仄仄平平，仄仄仄平平、仄平平仄。,0,43,40,83,"[4, 5, 7, 5, 4, 3, 6, 5, 4, 7, 5, 4, 3, 4, 3, 5, 5, 4]"
洞仙歌 ,刘一止,仄平平仄，仄平平平仄。仄仄平平仄平仄。仄平平平仄、平仄平平，平仄仄，平仄平平仄仄。平平平仄仄，仄仄平平，仄仄平平仄平仄。平仄仄、平平仄仄平平，平平仄、仄平平仄。仄仄仄、平平仄平平，仄仄仄平平、仄平平仄。,0,43,40,83,"[4, 5, 7, 5, 4, 3, 6, 5, 4, 7, 3, 6, 3, 4, 3, 5, 5, 4]"
洞仙歌 ,赵长卿,平平仄仄，平仄平平仄。平仄平平仄平仄。仄平平、仄仄仄仄平平，仄平仄，平仄平平平仄。平平平仄仄。仄仄平平，平仄仄平仄平仄。仄平平、平仄平平，平平仄、仄仄仄平平仄。仄仄仄、仄平仄平平，仄仄平、仄仄平平平仄。,0,42,41,83,"[4, 5, 7, 3, 6, 3, 6, 5, 4, 7, 3, 4, 3, 6, 3, 5, 3, 6]"
洞仙歌 ,京镗,平平仄仄，仄平平仄仄。平仄平平仄平仄。仄平平平仄、平仄平平，平仄仄，仄仄平平平仄。平平平仄仄，仄仄平平，仄仄平平仄平仄。仄平仄仄、仄仄平平，平仄仄、平平仄仄。仄仄仄平平仄平平，仄仄仄平平、仄平平仄。,0,40,42,82,"[4, 5, 7, 5, 4, 3, 6, 5, 4, 7, 4, 4, 3, 4, 8, 5, 4]"
